Date,SOILT_O1_2cm,SOILT_O2_2cm,SOILT_S1_2cm,SOILT_S2_2cm,SOILT_2cm_gf,SOILT_O1_12cm,SOILT_O2_12cm,SOILT_S1_12cm,SOILT_S2_12cm,SOILT_12cm_gf,SOILT_O1_22cm,SOILT_O2_22cm,SOILT_S1_22cm,SOILT_S2_22cm,SOILT_22cm_gf,SOILT_O1_37cm,SOILT_O2_37cm,SOILT_S1_37cm,SOILT_S2_37cm,SOILT_37cm_gf,SOILT_O1_52cm,SOILT_O2_52cm,SOILT_S1_52cm,SOILT_S2_52cm,SOILT_52cm_gf,SWC_O1_2cm,SWC_O2_2cm,SWC_S1_2cm,SWC_S2_2cm,SWC_2cm_gf,SWC_O1_12cm,SWC_O2_12cm,SWC_S1_12cm,SWC_S2_12cm,SWC_12cm_gf,SWC_O1_22cm,SWC_O2_22cm,SWC_S1_22cm,SWC_S2_22cm,SWC_22cm_gf,SWC_O1_37cm,SWC_O2_37cm,SWC_S1_37cm,SWC_S2_37cm,SWC_37cm_gf,SWC_O1_52cm,SWC_O2_52cm,SWC_S1_52cm,SWC_S2_52cm,SWC_52cm_gf
03/12/2017,15.1180391458333,14.4564432291667,12.8222070625,14.9751769583333,14.3429665989583,14.3039410416667,13.7654896875,13.6728860416667,13.0050691458333,13.6868464791667,13.812690625,13.4564466666667,13.1810766666667,12.9622404166667,13.35311359375,13.14369,12.9736477083333,12.9056575,12.5124970833333,12.8838730729167,12.6878852083333,12.10746375,12.4124410416667,12.4620545833333,12.4174611458333,0.141381838315089,0.139484711262498,0.0401438591940687,0.183865992556476,0.126219100332033,0.187871795006726,0.176413363075526,0.193712635262222,NaN,0.185999264448158,0.181106552962454,0.173373247541573,0.166611830196111,0.155641061104786,0.169183172951231,0.1903232336189,0.164999913616249,0.168396481255954,NaN,0.174573209497034,0.161577848710558,0.19797632056467,0.178907309035346,0.158178838918015,0.174160079307147
03/13/2017,15.5978684375,15.0669277916667,12.9851473958333,15.579508375,14.807363,14.62815875,14.1821696875,13.9504616666667,13.197524,13.9895785260417,14.1209308333333,13.7419177083333,13.3594820833333,13.1537135416667,13.5940110416667,13.4276741666667,13.2192558333333,13.1368064583333,12.7346179166667,13.12958859375,13.00079375,12.38638375,12.6997754166667,12.7319247916667,12.7047194270833,0.138883630360736,0.137636110163644,0.0393413343972288,0.180282592670432,0.12403591689801,0.185148225758155,0.17446941358713,0.191194317650172,NaN,0.183603985665152,0.179268748561075,0.171851928227123,0.164456879839829,0.153496620650535,0.16726854431964,0.188840867023088,0.163902186924005,0.16693318818449,NaN,0.173225414043861,0.160642140942446,0.197584746947655,0.17770414729874,0.157536999852038,0.17336700876022
03/14/2017,16.3366045833333,15.9203675833333,13.7873172916667,16.6634548333333,15.6769360729167,15.2679208333333,14.9676935416667,14.7795410416667,13.9710170833333,14.746543125,14.664845,14.3784541666667,13.9657552083333,13.69529125,14.17608640625,13.8287320833333,13.6980889583333,13.5709633333333,13.13685125,13.55865890625,13.3276266666667,12.751660625,13.0350327083333,13.0637458333333,13.0445164583333,0.13626754635053,0.135769547373298,0.0380973727889517,0.175670723851569,0.121451297591087,0.182238668355668,0.172585772579729,0.188477527041981,NaN,0.181100655992459,0.177136680726537,0.170346909654434,0.162161885792932,0.151605754597596,0.165312807692875,0.187182088548282,0.16273664532412,0.165095489857148,NaN,0.17167140790985,0.159558435471468,0.196990189786517,0.176449643945952,0.156871515125159,0.172467446082274
03/15/2017,16.2449625,15.7385329375,13.6985754166667,16.5478915625,15.5574906041667,15.3707808333333,14.919005,14.7892335416667,13.9663808333333,14.7613500520833,14.9021866666667,14.5304597916667,14.1195425,13.9619864583333,14.3785438541667,14.1722679166667,14.0117610416667,13.932719375,13.477216875,13.8984913020833,13.679679375,13.1051304166667,13.3953658333333,13.4224379166667,13.4006533854167,0.133257988623789,0.133688591510888,0.0373358049579849,0.171623543579932,0.118280083422061,0.179275350368884,0.170609513390883,0.185547866322332,NaN,0.178498742334646,0.175125258532555,0.168704998942792,0.159735598457325,0.149504902701958,0.163523209255137,0.185391037195771,0.161441940390308,0.163107522796871,NaN,0.170303788215513,0.158245775100866,0.196558335743,0.175064019285255,0.156135025994201,0.171225264624532
03/16/2017,17.3740622916667,17.1469847916667,14.834840625,18.264484375,16.9050930208333,16.1306614583333,16.0049635416667,15.792275,15.0119402083333,15.7349600520833,15.463261875,15.23853,14.8800308333333,14.5487264583333,15.0326372916667,14.5504060416667,14.4758339583333,14.3720970833333,13.8936527083333,14.3229974479167,13.9953091666667,13.4539164583333,13.7391597916667,13.77090875,13.7398235416667,0.130212058243209,0.131484154169429,0.0357407885982714,0.165785787223188,0.115106630971843,0.17601675453361,0.168484299090521,0.182878973750824,NaN,0.175779219185014,0.172725027422987,0.167062714932408,0.157069286293181,0.14744914443138,0.161295846849979,0.18347520411194,0.160086955861998,0.160911764175225,NaN,0.168463513685933,0.156878265251707,0.195957327110551,0.173447154225871,0.155148393900551,0.170069960675701
03/17/2017,17.7861122916667,17.5425079166667,15.1233347916667,18.0570934166667,17.1272621041667,16.5810879166667,16.455481875,16.0752579166667,15.2541502083333,16.0914944791667,15.939810625,15.7421166666667,15.3034147916667,14.9993585416667,15.49617515625,15.0070527083333,14.97987875,14.8462989583333,14.3649464583333,14.79954421875,14.3882622916667,13.896571875,14.1745864583333,14.2064064583333,14.1664567708333,0.126905574746617,0.129158293878084,0.0346938304539213,0.161573713077299,0.112420303264898,0.17271796707879,0.166222998668619,0.180147423415149,NaN,0.173031535324636,0.170325766015567,0.165273354720694,0.154341457760351,0.145334439176417,0.159074247748911,0.181417910699083,0.15863037487839,0.158456380558434,NaN,0.166492647426974,0.155426610033898,0.195426627831067,0.171612644222747,0.154234870671066,0.16889096452387
03/18/2017,19.0797379166667,18.7863602083333,16.330079375,19.8436997916667,18.5099693229167,17.5011645833333,17.4718495833333,17.2777295833333,16.4621960416667,17.1782349479167,16.6685575,16.4980295833333,16.199660625,15.7055983333333,16.2679615104167,15.5327766666667,15.5615722916667,15.43625,14.902578125,15.3582942708333,14.8098145833333,14.3601485416667,14.6502564583333,14.660401875,14.6201553645833,0.123382621894346,0.126623338608784,0.0331772367353307,0.155048389660141,0.10955789672465,0.169253860593169,0.163882828736059,0.177557178210954,NaN,0.170231289180061,0.167783873835042,0.163565146049945,0.1516214227342,0.143259145697557,0.156557397079186,0.17924989570368,0.157158395005379,0.155943794869956,NaN,0.164117361859671,0.153900748400478,0.194825457449579,0.169685836135101,0.153040769088662,0.167863202768455
03/19/2017,19.2532227083333,19.002419375,16.646361875,19.8086854166667,18.67767234375,17.9822566666667,17.890886875,17.6464925,16.9420758333333,17.61542796875,17.2048552083333,17.0381160416667,16.7131429166667,16.3250029166667,16.8202792708333,16.0657275,16.1244164583333,16.0042704166667,15.49177,15.92154609375,15.2799854166667,14.8688391666667,15.1592025,15.1673345833333,15.1188404166667,0.119756592251963,0.123957048004695,0.0321267984996174,0.15037137602805,0.106241303218645,0.165614870027338,0.161478704474459,0.174818031881369,NaN,0.167303868794388,0.164889591522594,0.161675202856828,0.148732682919547,0.140836095040037,0.154117856553778,0.17667531044503,0.155501723830837,0.152958861512161,NaN,0.161711965262676,0.152291233653036,0.194061493927486,0.167549471732935,0.151772717830715,0.166272388308792
03/20/2017,19.1580802083333,18.8518960416667,16.41071,19.3168859375,18.434393046875,17.939959375,17.7502672916667,17.3948535416667,16.7014695833333,17.4466374479167,17.3066191666667,17.08039375,16.6460995833333,16.41155375,16.8611665625,16.3375854166667,16.3693916666667,16.2438660416667,15.7680960416667,16.1797347916667,15.6431427083333,15.2165577083333,15.50078875,15.5146470833333,15.4687840625,0.116334535801673,0.121383586719695,0.0316764703329473,0.146071872849061,0.103866616425844,0.162085944359742,0.159120289189973,0.172075529607701,NaN,0.164427254385805,0.16192901769266,0.159676621034174,0.146025520906449,0.138044417074682,0.151418894176991,0.174061530363202,0.153642525551095,0.150127788744575,NaN,0.159277281552957,0.150491880963213,0.193156416309736,0.165395770084362,0.150296358831002,0.164835106547078
03/21/2017,20.19714125,19.7849658333333,17.4441704166667,20.5625514583333,19.4972072395833,18.7650495833333,18.5981914583333,18.2910522916667,17.658991875,18.3283213020833,17.870580625,17.704744375,17.386604375,16.9442025,17.47653296875,16.7211591666667,16.8073177083333,16.6452704166667,16.1568547916667,16.5826505208333,15.9613564583333,15.5574847916667,15.8332383333333,15.8187477083333,15.7927068229167,0.113317601587348,0.118821021099582,0.0308187710936553,0.141289444399713,0.101061709545075,0.158761819992745,0.156800943655248,0.169937800168286,NaN,0.161833521272093,0.158926695714527,0.157787109835791,0.143577785376771,0.135616566855447,0.148977039445634,0.171175074161645,0.151820021220947,0.147407045615835,NaN,0.156800713666142,0.148607344502335,0.192167266404086,0.163057551608945,0.14873546726133,0.163141907444174
03/22/2017,19.9125310416667,19.2990008333333,17.46863625,20.288883125,19.2422628125,18.7579164583333,18.3443397916667,18.252680625,17.6667047916667,18.2554104166667,18.044721875,17.7339564583333,17.5586775,17.1654039583333,17.6256899479167,17.0356685416667,17.0659541666667,16.9834908333333,16.4950272916667,16.8950352083333,16.3208283333333,15.8829991666667,16.2025195833333,16.161725,16.1420180208333,0.110557878116861,0.116456049680704,0.0301163925602555,0.137626535006125,0.0986892138409865,0.155417088116697,0.154557025910501,0.167465003621446,NaN,0.159146372549548,0.155883832243274,0.155549188429539,0.141069192174888,0.13282883173558,0.14633276114582,0.168093865054211,0.149775315380838,0.144606665952998,NaN,0.154158615462682,0.146632292174617,0.19099918228832,0.160663094932559,0.146916338401449,0.161302726949236
03/23/2017,17.5338172916667,16.3758929166667,16.22609625,16.4346422083333,16.6426121666667,17.974329375,17.023365,17.2178054166667,16.7363979166667,17.2379744270833,17.8295645833333,17.34402125,17.2557597916667,17.0771922916667,17.3766344791667,17.1726772916667,17.1164866666667,17.1178416666667,16.628870625,17.0089690625,16.5713758333333,16.0540347916667,16.427611875,16.3411189583333,16.3485353645833,0.108210590024083,0.114544905185968,0.0301490080498459,0.136445491656285,0.0973374987290455,0.152431662193602,0.152594548253509,0.164897228934438,NaN,0.156641146460516,0.153127555822054,0.153434913498943,0.138996618988129,0.130106813802473,0.1439164755279,0.165176120167865,0.147705020818918,0.142000481822076,NaN,0.151627207602953,0.144616695708865,0.189722915501401,0.158267864274245,0.145401513133964,0.159502247154619
03/24/2017,16.309383125,15.7711624791667,13.89726,15.2034030625,15.2953021666667,16.0335720833333,15.3610727083333,14.9692222916667,14.3263204166667,15.172546875,16.22736375,15.5831383333333,15.007835625,15.4306604166667,15.56224953125,16.2409291666667,15.9272629166667,15.9642329166667,15.665863125,15.94957203125,16.28492375,15.5146641666667,15.9088004166667,15.8632433333333,15.8929079166667,0.106806967189961,0.113533398146194,0.0335604602306377,0.13597586564599,0.0974691728031956,0.150522381024116,0.15090093387608,0.162480906695428,NaN,0.154634740531875,0.151335082010126,0.15166748188398,0.137378502525647,0.127854486124915,0.142058888136167,0.163118218137794,0.145755811788358,0.140195982305453,NaN,0.149690004077202,0.142930703214486,0.188238774465429,0.156400018776418,0.143790554876676,0.157840012833252
03/25/2017,16.4316035416667,15.6577175416667,14.4893522916667,15.9488927916667,15.6318915416667,16.0807422916667,15.3744058333333,15.1860197916667,14.7239666666667,15.3412836458333,16.11143125,15.539350625,15.0879135416667,15.16408625,15.4756954166667,15.8921664583333,15.667233125,15.57401,15.2267779166667,15.590046875,15.9511279166667,15.1505991666667,15.4918785416667,15.4433270833333,15.5092331770833,0.105586431334804,0.112420720779245,0.032223487409017,0.134151507964853,0.0960955368719797,0.148866334740873,0.149633310558517,0.161156139867174,NaN,0.153218595055521,0.149342800114484,0.150199269918482,0.136090754936474,0.126476662705024,0.140527371918616,0.160800131705016,0.144106813905091,0.13807760796622,NaN,0.147661517858775,0.141112139235439,0.186288184205162,0.154353580236576,0.14215379436998,0.155976924511789
03/26/2017,16.8705297916667,16.3729999166667,14.3821645833333,16.1609033125,15.9466494010417,16.3676779166667,15.8202891666667,15.4621554166667,14.8227958333333,15.6182295833333,16.252681875,15.6855135416667,15.2075372916667,15.2328297916667,15.594640625,15.83772875,15.59160375,15.5470295833333,15.1594229166667,15.53394625,15.8313745833333,14.988216875,15.372876875,15.2776445833333,15.3675282291667,0.103962637146733,0.110940090148674,0.0314141584509533,0.133115322238415,0.0948580519961939,0.147165213499553,0.148293771466589,0.159909177535486,NaN,0.151789387500543,0.147359530393605,0.148771782347933,0.134856905706962,0.125183966970262,0.139043046354691,0.1586011155211,0.142522329153066,0.13628250988105,NaN,0.145801984851739,0.139387378867261,0.184718580267134,0.1524214499248,0.140719503557919,0.154311728154279
03/27/2017,17.6467104166667,16.8171627291667,14.6815372916667,16.7466924166667,16.4730257135417,16.606404375,15.945533125,15.738211875,14.9958452083333,15.8214986458333,16.3178464583333,15.7124795833333,15.1745895833333,15.1950908333333,15.6000016145833,15.8179802083333,15.5779120833333,15.500698125,15.0841291666667,15.4951798958333,15.7950210416667,14.9441391666667,15.299318125,15.2103941666667,15.312218125,0.102299564675347,0.109337907769279,0.0310411407173795,0.130884341696596,0.0933907387146507,0.14551666025057,0.146967742695646,0.158192674812132,NaN,0.150225692586116,0.145463098630865,0.147247166566451,0.133601050975961,0.123935476464279,0.137561698159389,0.156316422182383,0.141005534146194,0.134754060054433,NaN,0.144025338794337,0.137721185050272,0.183288065640058,0.150496010879954,0.139275265244333,0.152695131703654
03/28/2017,16.1513479166667,15.1487975,14.304074375,13.5561707708333,14.790097640625,16.5132704166667,15.540666875,15.1388691666667,14.6416825,15.4586222395833,16.5678345833333,15.8607652083333,15.40995875,15.4229275,15.8153715104167,16.1515820833333,15.8380908333333,15.7804372916667,15.3361522916667,15.776565625,15.9222535416667,15.1286083333333,15.4518185416667,15.30376,15.4516101041667,0.101058144953997,0.10832619626993,0.0332388980968734,0.132300636908081,0.0937309690572204,0.144169702589892,0.145881722853462,0.157110686292746,NaN,0.149054037245367,0.144300410945346,0.14610337076552,0.132928880728574,0.12301494641715,0.136586902214148,0.154537109652817,0.139915843787716,0.13388486612434,NaN,0.142779273188291,0.13636852077158,0.182382693254659,0.149308995156013,0.138545860824807,0.151651517501765
03/29/2017,13.8874512916667,12.9978980416667,12.0932199375,10.3857869583333,12.3410890572917,14.5986304166667,13.6521225,13.0083254166667,12.4148158333333,13.4184735416667,15.1512645833333,14.3955122916667,13.62525125,14.13517,14.32679953125,15.4857033333333,14.9720747916667,14.955444375,14.6615227083333,15.0186863020833,15.652341875,14.8230547916667,15.129338125,14.9941402083333,15.14971875,0.106330861038559,0.119314323213605,0.0825577297266655,0.15649874262014,0.115999656094788,0.143100079642871,0.144942963680948,0.157037555416383,NaN,0.148253790838983,0.143623246689065,0.144968728026229,0.132079321287595,0.121847293741459,0.135625279386358,0.153213042603006,0.138852191819002,0.133529685343897,NaN,0.141856490849161,0.135465573338511,0.18148141798826,0.14858011263089,0.137868257766729,0.150840829196732
03/30/2017,16.1626672708333,15.3838202708333,13.2116932291667,13.6525367083333,14.6026793697917,14.978776875,14.4788231875,14.0507908958333,13.4856656458333,14.2485141510417,14.8851320833333,14.2249739583333,13.6152679166667,13.80125875,14.1316581770833,14.8288389583333,14.3747891666667,14.3540241666667,14.0453233333333,14.40074390625,15.1769408333333,14.2159960416667,14.582545,14.431505625,14.601746875,0.109110504195651,0.127859578034981,0.0688100047334336,0.158698320098429,0.116119601765624,0.142712258174177,0.144541549256518,0.159307752220374,NaN,0.148853853217023,0.142523332275884,0.144160110055989,0.131247011318849,0.121346888630074,0.134819335570199,0.152105010605252,0.137702981672675,0.132335559714795,NaN,0.140714517330908,0.134264129189058,0.180242648147367,0.147090930776457,0.136983763252022,0.149645367841226
03/31/2017,15.2229091666667,14.5532045208333,14.0920266666667,13.5107862083333,14.344731640625,15.6559404166667,14.9498477083333,14.56755625,14.278595625,14.862985,15.747900625,15.2080595833333,14.8638810416667,14.7762314583333,15.1490181770833,15.41608375,15.1355197916667,15.0288939583333,14.6296770833333,15.0525436458333,15.3030789583333,14.4713972916667,14.818745625,14.629144375,14.8055915625,0.110615156472363,0.128219036120978,0.0601896952753618,0.161956701226708,0.115245147273853,0.141686156736743,0.144274102808326,0.160925747067326,NaN,0.148962002204132,0.141381165617671,0.143040350544004,0.130911249251792,0.120907522889115,0.134060072075645,0.150394565378303,0.136644328223885,0.131027431368052,NaN,0.139355441656747,0.132899623353778,0.179069109266337,0.145158015661646,0.136168292568724,0.148323760212621
04/01/2017,11.0743465833333,9.99908216666667,10.16874025,8.0522249375,9.823598484375,12.982623125,11.5048552083333,11.0280374583333,10.5134866458333,11.507250609375,14.05443125,13.0934579166667,12.451533125,13.1144920833333,13.17847859375,14.739369375,14.1379177083333,14.2133322916667,13.9054020833333,14.2490053645833,15.1422289583333,14.08647125,14.5510385416667,14.3546660416667,14.5336011979167,0.109098130532249,0.125582766064868,0.0578153248368296,0.164847587693921,0.114335952281967,0.140608794598152,0.1435700432746,0.159548087919259,NaN,0.147908975264004,0.140594444993501,0.141678112173461,0.130047986649047,0.119503796912089,0.132956085182024,0.149185601389709,0.135483152307819,0.130631360547871,NaN,0.138433371415133,0.131794090030811,0.178334060867254,0.144248849073456,0.135664591314261,0.147510397821446
04/02/2017,13.0417993125,12.3554443333333,10.0293445625,9.9052956875,11.3329709739583,12.5897780416667,11.8443710625,11.0659677083333,10.13815625,11.409568265625,12.9940645833333,12.1720445,11.2236981875,11.7877370833333,12.0443860885417,13.5590664583333,12.8841425,12.9056295833333,12.655754375,13.0011482291667,14.3991783333333,13.154003125,13.6246772916667,13.4444747916667,13.6555833854167,0.109690756978872,0.125191042817888,0.0576239209702384,0.165968946545092,0.114618666828023,0.140870120374036,0.143637373891026,0.159682356998765,NaN,0.148063283754609,0.139969426632853,0.141258605212527,0.129481958009263,0.118881715938657,0.132397926448325,0.148424575876493,0.134672998069742,0.130201803750992,NaN,0.137766459232409,0.130979567599419,0.177322328382701,0.143585604607942,0.134857824204736,0.1466863311987
04/03/2017,16.0234549375,15.3656823333333,13.368541,14.5381360208333,14.8239535729167,14.9732914583333,14.5548372916667,14.1641045833333,13.5047818541667,14.299253796875,14.6202883333333,14.0792666666667,13.4933858333333,13.2667314583333,13.8649180729167,14.14373375,13.7518552083333,13.5946377083333,13.157480625,13.6619268229167,14.314905,13.2706122916667,13.647325625,13.4083275,13.6602926041667,0.1111110401836,0.125806515089772,0.054611455029505,0.16507612756951,0.113507208760658,0.141122048984915,0.14408205474992,0.160949900135324,NaN,0.148570300461169,0.139307087858425,0.141373424918766,0.129848114541461,0.119580686514602,0.132658770517403,0.147309789400913,0.134365126297801,0.129431554746362,NaN,0.137241190358758,0.130051821070848,0.176288758581927,0.142382002878239,0.134394527074975,0.145443564653661
04/04/2017,14.9853841666667,14.4079123333333,12.5297714583333,12.6872500416667,13.6525795,14.9871039583333,14.3583295833333,13.52617875,12.9847475,13.9640899479167,15.0238747916667,14.3878354166667,13.6549872916667,13.843509375,14.22755171875,14.6412408333333,14.2849710416667,14.1508460416667,13.7736929166667,14.2126877083333,14.6326597916667,13.6538570833333,14.0318670833333,13.8140591666667,14.03311078125,0.110395769189659,0.124349098395924,0.0516981933116468,0.166546613369753,0.113194427547838,0.14028680821387,0.143451426983395,0.160048255987764,NaN,0.147771566468169,0.138462356950042,0.140619856172402,0.129463403817407,0.119335984627592,0.131966432663859,0.146123277052557,0.133601736720137,0.128793516648743,NaN,0.136168461721792,0.129038678911079,0.175731986930456,0.141081819923503,0.13403835753837,0.144969669524078
04/05/2017,14.4698514791667,13.7818651875,11.4720496875,11.9089974583333,12.908190953125,14.2955410416667,13.5269989375,12.6235696041667,11.8015170208333,13.0619066510417,14.45518,13.6921325,12.6598722916667,13.10555,13.4781836979167,14.3466045833333,13.8901375,13.6500152083333,13.3971289583333,13.8209715625,14.601240625,13.5315991666667,13.86332375,13.7380658333333,13.93355734375,0.109424350841663,0.122581238578728,0.0495578787141774,0.166054988313123,0.11181726423213,0.139683402280166,0.142772270408787,0.158819713754506,NaN,0.146922375218427,0.1375211004499,0.13966397723387,0.128804142198032,0.118551013500787,0.131128245176823,0.145000073684735,0.132663938072413,0.127884060029788,NaN,0.135186440893497,0.128016349333363,0.175093234631782,0.139941869825656,0.133358257391327,0.144108983349676
04/06/2017,16.5496640625,15.8078971041667,13.0823459791667,14.7183942291667,15.03957534375,15.4734575,14.84763975,14.0957458541667,13.2115810833333,14.407106046875,15.0501958333333,14.3791354166667,13.5110810416667,13.506940625,14.1118382291667,14.542155625,14.107965,13.7907314583333,13.4862395833333,13.9817729166667,14.6127935416667,13.5594172916667,13.857371875,13.7198722916667,13.93736375,0.108923387394676,0.121180308056865,0.0460086355335532,0.163259172213583,0.109175437258335,0.139510268339771,0.142505529506931,0.158607044814132,NaN,0.146708120221753,0.13672474738737,0.139287311688613,0.128628308640533,0.118483524177275,0.1309115148076,0.143928604486248,0.132062516947415,0.127094376522658,NaN,0.134563415364323,0.12712160216796,0.174296169254224,0.138739079394295,0.132674233474697,0.142875290690466
04/07/2017,19.563915,19.0542245833333,16.2405033333333,18.9386425,18.4493213541667,17.6322416666667,17.4350741666667,17.03913375,16.3006995833333,17.1017872916667,16.5269314583333,16.11815625,15.7101164583333,15.1607964583333,15.87900015625,15.35179125,15.127763125,14.7998889583333,14.4570125,14.9341139583333,14.9804333333333,14.1023260416667,14.3621325,14.2311352083333,14.4190067708333,0.107541591707184,0.118902067493336,0.0406569057784346,0.15908167417873,0.106545559789421,0.138923049257971,0.141799009607223,0.158399794369625,NaN,0.146373951078273,0.135482102622838,0.138592647211084,0.128178318268593,0.118473838141954,0.130181726561117,0.142256162107,0.131301071686005,0.125975341619414,NaN,0.133177525137473,0.126002402804614,0.173396490310044,0.137285552337641,0.131912801945133,0.142149311849358
04/08/2017,19.8754791666667,19.03744625,16.9732610416667,19.018325,18.7261278645833,18.5015597916667,18.0161104166667,17.8454204166667,17.0966810416667,17.8649429166667,17.5269114583333,17.1006804166667,16.8855297916667,16.2817483333333,16.9487175,16.305465625,16.153295625,15.933749375,15.511716875,15.976056875,15.6365602083333,14.9146239583333,15.2108427083333,15.0606570833333,15.2056709895833,0.104821603403609,0.115692827839668,0.036213591371135,0.155935273420782,0.103165824008798,0.137684855464949,0.140505531484767,0.156757088030304,NaN,0.144982491660007,0.13395243875625,0.137186765640056,0.127095594081022,0.117412287116931,0.128911771398565,0.14028902636265,0.130073708696343,0.124698375547911,NaN,0.131687036868968,0.124690509572526,0.172553442283849,0.135411929846595,0.130810798792741,0.140866670123928
04/09/2017,20.004470625,19.4604795833333,16.9800954166667,19.0550541666667,18.8750249479167,18.7639360416667,18.4048645833333,17.97800875,17.1945864583333,18.0853489583333,17.9592158333333,17.5198189583333,17.1759035416667,16.757636875,17.3531438020833,16.8027366666667,16.659993125,16.4872875,16.062195625,16.5030532291667,16.1391410416667,15.4540729166667,15.7723370833333,15.6171935416667,15.7456861458333,0.101869284862714,0.112326291349591,0.0337876427705293,0.152158237988736,0.100035364242892,0.136314050125544,0.138988846090657,0.154770734048865,NaN,0.143357876755022,0.132244677523004,0.135484616993571,0.125552400325996,0.11584192611416,0.127280905239183,0.138261221983304,0.128500373695464,0.123395593088357,NaN,0.130052396255708,0.123279226265236,0.171339908297607,0.133622546795165,0.129407470427357,0.139412287946341
04/10/2017,18.82416375,17.8569350208333,15.5693208333333,16.412837125,17.1658141822917,18.1101129166667,17.3377152083333,16.7339202083333,15.8828554166667,17.0161509375,17.6850410416667,17.016514375,16.365899375,16.3558833333333,16.85583453125,16.8770925,16.6348091666667,16.4057197916667,16.0631054166667,16.49518171875,16.4172477083333,15.6722325,15.9572245833333,15.8435972916667,15.9725755208333,0.0995457849922552,0.109491177718312,0.0329616269674857,0.149564570465931,0.0978907900359961,0.13504929245465,0.137600414351235,0.152659408180631,NaN,0.141769704995506,0.13093523832254,0.133917327762234,0.124272628285793,0.114337797760064,0.125865748032658,0.13660132605592,0.126982960250595,0.122358641853454,NaN,0.128647642719989,0.121957636635866,0.170315651310718,0.132393173066197,0.128113809505044,0.138195067629456
04/11/2017,18.9518852083333,17.8719333541667,16.0231066666667,17.7420776458333,17.64725071875,17.9932183333333,17.102870625,16.9622445833333,16.1967452083333,17.0637696875,17.5672641666667,16.79225625,16.377773125,16.2110339583333,16.737081875,16.8663139583333,16.505286875,16.3255139583333,15.9855608333333,16.42066890625,16.512398125,15.6935877083333,15.9950625,15.87008375,16.0177830208333,0.0974069023910953,0.107059462523076,0.0317802328606852,0.144311413373167,0.0951395027870059,0.13399691526187,0.136343641207953,0.150789069055588,NaN,0.140376541841804,0.129698629047742,0.13262046612363,0.123111078940488,0.113172779062831,0.124650738293673,0.135059555846338,0.125582967873827,0.121396180546778,NaN,0.127346234755648,0.120676129218604,0.168837695646645,0.131425389396947,0.126629622196551,0.136892209114686
04/12/2017,20.7563104166667,19.9159508333333,18.10806,19.8120185416667,19.6480849479167,19.2154814583333,18.7415935416667,18.881666875,18.1177147916667,18.7391141666667,18.3305125,17.798885625,17.8146783333333,17.177844375,17.7804802083333,17.21429625,16.9983833333333,16.8880820833333,16.5205870833333,16.9053371875,16.6847189583333,15.94224875,16.2591560416667,16.1160985416667,16.2505555729167,0.0952654804195007,0.104576698794689,0.0305946658990883,0.140332394712076,0.0926923099563386,0.133215992917219,0.135228504449385,0.149833486136024,NaN,0.139425994500876,0.128477664470356,0.131537513253826,0.122203529730982,0.112390808912714,0.123652379091969,0.133548059540447,0.124329842742005,0.120352230375721,NaN,0.126076710886058,0.11950682972306,0.167168331668091,0.130364423821607,0.125209393991072,0.135562244800957
04/13/2017,20.77065,19.7674672916667,17.9793754166667,19.4093779166667,19.48171765625,19.1360510416667,18.5123264583333,18.5860502083333,17.7772683333333,18.5029240104167,18.3614175,17.7673425,17.8177279166667,17.2388645833333,17.796338125,17.4189154166667,17.1844077083333,17.2021352083333,16.7865704166667,17.1480071875,16.9464495833333,16.220749375,16.6027458333333,16.43835,16.5520736979167,0.0933116513205893,0.102293680470754,0.0302053957756214,0.136998191267866,0.0907735360583259,0.132171492829847,0.133929284552599,0.148129437598401,NaN,0.137956234955315,0.127192735210319,0.130125548160484,0.12116677893239,0.111135928866332,0.122419360523876,0.132023619926919,0.122852113826408,0.119458808467521,NaN,0.12479395965718,0.118183497472736,0.165732201799411,0.129367301609472,0.123818553579914,0.134293267462457
04/14/2017,22.4334360416667,21.5322785416667,19.1821695833333,21.1933008333333,21.08529625,20.3757535416667,19.9314752083333,19.9107210416667,18.9874360416667,19.8013464583333,19.2348445833333,18.7349154166667,18.7888970833333,17.92732625,18.6714958333333,17.8984535416667,17.7281579166667,17.7046910416667,17.2171554166667,17.6371144791667,17.229189375,16.5656485416667,16.97457125,16.7411010416667,16.8776275520833,0.0910425776226235,0.099700147563931,0.0282593434159855,0.132964706228205,0.088042745085863,0.131234268569247,0.132615854758476,0.146792836166837,NaN,0.136755088362201,0.125760744968557,0.128815141638289,0.1201555889925,0.110023401210766,0.121177754017457,0.130272053929668,0.121286372652908,0.118398644643863,NaN,0.123304534809896,0.116784176494172,0.163734957926644,0.128004855445852,0.122056769250391,0.132625755580977
